Game OST; Jeremy Soule; From Past to Present; 2011	101,2208,9808,2102,1025,7441,3969,2063,1025,2013,2627,2000,2556,1025,2249,102
Game OST; Jeremy Soule; Ancient Stones; 2011	101,2208,9808,2102,1025,7441,3969,2063,1025,3418,6386,1025,2249,102
Pop Rock; Joe Esposito; You’re the Best; 2005	101,3769,2600,1025,3533,9686,6873,28032,2080,1025,2017,1521,2128,1996,2190,1025,2384,102
Rap Rock; Beastie Boys; No Sleep Till Brooklyn; 1987	101,9680,2600,1025,6841,2666,3337,1025,2053,3637,6229,6613,1025,3055,102
Eurodance; ATC; Around the World (La La La La La); 2000	101,9944,25514,1025,2012,2278,1025,2105,1996,2088,1006,2474,2474,2474,2474,2474,1007,1025,2456,102
Pop Rock; Blue Swede; Hooked on a Feeling; 2003	101,3769,2600,1025,2630,25430,14728,1025,13322,2006,1037,3110,1025,2494,102
Folk Rock; Buffalo Springfield; For What It’s Worth; 2018	101,5154,2600,1025,6901,10493,1025,2005,2054,2009,1521,1055,4276,1025,2760,102
Soul; Bobby Caldwell; What You Won’t Do for Love; 1978	101,3969,1025,6173,16589,1025,2054,2017,2180,1521,1056,2079,2005,2293,1025,3301,102
Heavy Metal; Black Sabbath; Paranoid; 2007	101,3082,3384,1025,2304,19546,1025,19810,1025,2289,102
Internet Meme; [Unknown compiler]; All Goofy Ahh Sound Effects; 2022	101,4274,2033,4168,1025,1031,4242,21624,1033,1025,2035,27243,6289,2232,2614,3896,1025,16798,2475,102
Film Score; Bill Conti; Going the Distance; 1976	101,2143,3556,1025,3021,9530,3775,1025,2183,1996,3292,1025,3299,102
Eurodance; Ashley Park; Around the World; 2001	101,9944,25514,1025,9321,2380,1025,2105,1996,2088,1025,2541,102
Pop Rock; Bonnie Tyler; Holding Out for a Hero; 1991	101,3769,2600,1025,12220,7482,1025,3173,2041,2005,1037,5394,1025,2889,102
Dance-pop; Calvin Harris; Feels; 2017	101,3153,1011,3769,1025,11130,5671,1025,5683,1025,2418,102
Folk Rock; Cat Stevens; Father and Son; 1970	101,5154,2600,1025,4937,8799,1025,2269,1998,2365,1025,3359,102
Dance-pop; Cher; Believe; 2018	101,3153,1011,3769,1025,24188,1025,2903,1025,2760,102
Film Score; Brian Tyler; Iron Man 3; 2013	101,2143,3556,1025,4422,7482,1025,3707,2158,1017,1025,2286,102
TV Score; Christopher Tyng; Futurama Original Series Theme (C. Tyng extended remix); 2012	101,2694,3556,1025,5696,5939,3070,1025,11865,27431,2863,2434,2186,4323,1006,1039,1012,5939,3070,3668,6136,1007,1025,2262,102
Folk; David Rawlings; Cumberland Gap; 2017	101,5154,1025,2585,6315,11227,1025,12310,6578,1025,2418,102
Latin Rock; Santana; Smooth; 1999	101,3763,2600,1025,21158,1025,5744,1025,2639,102
Soft Rock; Chicago; You’re the Inspiration; 1984	101,3730,2600,1025,3190,1025,2017,1521,2128,1996,7780,1025,3118,102
Soft Rock; Chicago; Hard to Say I’m Sorry (single version); 2011	101,3730,2600,1025,3190,1025,2524,2000,2360,1045,1521,1049,3374,1006,2309,2544,1007,1025,2249,102
French House; Daft Punk; Robot Rock; 2005	101,2413,2160,1025,4830,6199,7196,1025,8957,2600,1025,2384,102
Hip-Hop; Coolio; Gangsta’s Paradise; 1995	101,5099,1011,6154,1025,4658,3695,1025,18542,2696,1521,1055,9097,1025,2786,102
Soft Rock; Cutting Crew; (I Just) Died in Your Arms; 1990	101,3730,2600,1025,6276,3626,1025,1006,1045,2074,1007,2351,1999,2115,2608,1025,2901,102
Classical; Dai Lan; Nocturne in B-Flat Minor, Op. 9 No. 1; 2022	101,4556,1025,18765,17595,1025,2053,6593,21737,1999,1038,1011,4257,3576,1010,6728,1012,1023,2053,1012,1015,1025,16798,2475,102
J-Pop; DA PUMP; E-NERGY BOYS	101,1046,1011,3769,1025,4830,10216,1025,1041,1011,11265,22637,3337,102
House; D‐Troy; Move Your Body (Screen mix); 2006	101,2160,1025,1040,1513,9553,1025,2693,2115,2303,1006,3898,4666,1007,1025,2294,102
New Wave; Boy George; The Crying Game; 1987	101,2047,4400,1025,2879,2577,1025,1996,6933,2208,1025,3055,102
Anime; Crystilo; Escanor Theme (Epic Version); 2023	101,8750,1025,5390,16643,4135,1025,9686,23803,2099,4323,1006,8680,2544,1007,1025,16798,2509,102
Eurobeat; Dave Rodgers; Gas Gas Gas; 2019	101,9944,19442,1025,4913,15652,1025,3806,3806,3806,1025,10476,102
Lounge; Dave James; Lonely Night	101,11549,1025,4913,2508,1025,9479,2305,102
Anime OST; タニウチヒデキ; 黒いライト; 2007	101,8750,9808,2102,1025,1709,30242,30222,30236,30245,30239,30227,1025,100,1647,30257,30221,30240,1025,2289,102
Disco; Boney M.; Rasputin; 1981	101,12532,1025,5923,2100,1049,1012,1025,20710,18780,2378,1025,3261,102
Disco; Ottawan; Hands Up; 1981	101,12532,1025,8166,2078,1025,2398,2039,1025,3261,102
Disco; Carl Douglas; Kung Fu Fighting; 1991	101,12532,1025,5529,5203,1025,18577,11865,3554,1025,2889,102
Nu-Disco; Daft Punk; Get Lucky; 2013	101,16371,1011,12532,1025,4830,6199,7196,1025,2131,5341,1025,2286,102
Soft Rock; Chicago; Saturday in the Park; 1972	101,3730,2600,1025,3190,1025,5095,1999,1996,2380,1025,3285,102
Soft Rock; Billy Joel; Vienna; 2022	101,3730,2600,1025,5006,8963,1025,6004,1025,16798,2475,102
EDM Trap; Dillon Francis; Get Low; 2018	101,3968,2213,8132,1025,14602,4557,1025,2131,2659,1025,2760,102
Lounge; David O'Brien; Chillout Lounge; 2014	101,11549,1025,2585,1051,1005,9848,1025,10720,5833,11549,1025,2297,102
Internet Meme; Unknown (meme attribution 'Dehao Zhang'); Ching Cheng Hanji	101,4274,2033,4168,1025,4242,1006,2033,4168,2012,18886,29446,1005,2139,3270,2080,9327,1005,1007,1025,19992,15898,7658,4478,102
French House; Daft Punk; Harder, Better, Faster, Stronger; 2001	101,2413,2160,1025,4830,6199,7196,1025,6211,1010,2488,1010,5514,1010,6428,1025,2541,102
Hip House; C+C Music Factory; Gonna Make You Sweat (Everybody Dance Now); 2007	101,5099,2160,1025,1039,1009,1039,2189,4713,1025,6069,2191,2017,7518,1006,7955,3153,2085,1007,1025,2289,102
Synth-pop; Desireless; Voyage, voyage; 2018	101,24203,1011,3769,1025,4792,3238,1025,8774,1010,8774,1025,2760,102
Disco; Cheryl Lynn; Got to Be Real; 1978	101,12532,1025,19431,9399,1025,2288,2000,2022,2613,1025,3301,102
Electro House; DJVI; Base After Base; 2014	101,16175,2160,1025,6520,5737,1025,2918,2044,2918,1025,2297,102
Alternative Rock; Chris Isaak; Wicked Game; 1989	101,4522,2600,1025,3782,18061,4817,1025,10433,2208,1025,2960,102
Bubblegum Pop; The Partridge Family; Come on Get Happy; 1989	101,11957,22850,3769,1025,1996,26079,2155,1025,2272,2006,2131,3407,1025,2960,102
Heavy Metal; Dio; Holy Diver; 2006	101,3082,3384,1025,4487,2080,1025,4151,17856,1025,2294,102
Hip-Hop; DMX; X Gon Give It to Ya; 2002	101,5099,1011,6154,1025,1040,22984,1025,1060,2175,2078,2507,2009,2000,8038,1025,2526,102
Pop Rock; Electric Light Orchestra; Mr. Blue Sky; 2004	101,3769,2600,1025,3751,2422,4032,1025,2720,1012,2630,3712,1025,2432,102
Glam Metal; Bon Jovi; You Give Love a Bad Name; 2020	101,1043,10278,3384,1025,14753,8183,5737,1025,2017,2507,2293,1037,2919,2171,1025,12609,102
Hip-Hop; Dr. Dre; Still D.R.E.; 1999	101,5099,1011,6154,1025,2852,1012,2852,2063,1025,2145,1040,1012,1054,1012,1041,1012,1025,2639,102
Electro House; DJVI; Dry Out; 2013	101,16175,2160,1025,6520,5737,1025,4318,2041,1025,2286,102
Game OST; DM DOKURO; Universal Collapse; 2019	101,2208,9808,2102,1025,1040,2213,2079,18569,2080,1025,5415,7859,1025,10476,102
Hip-Hop; Dr. Dre; The Next Episode; 2005	101,5099,1011,6154,1025,2852,1012,2852,2063,1025,1996,2279,2792,1025,2384,102
Russian Pop; Ёлка; Прованс; 2010	101,2845,3769,1025,1185,29436,28598,1025,1194,16856,19259,28995,29747,1025,2230,102
Hip-Hop; Eminem; Mockingbird; 2004	101,5099,1011,6154,1025,12495,25832,1025,19545,9001,1025,2432,102
Symphonic Metal; FalKKonE; il vento d'oro (From "JoJo's Bizarre Adventure: Golden Wind"); 2020	101,18957,3384,1025,6904,13687,19648,2063,1025,6335,18834,2080,1040,1005,20298,1006,2013,1000,8183,5558,1005,1055,13576,6172,1024,3585,3612,1000,1007,1025,12609,102
Electropop; Far East Movement; Like a G6; 2011	101,16175,16340,1025,2521,2264,2929,1025,2066,1037,1043,2575,1025,2249,102
Disco; Gloria Gaynor; I Will Survive; 2018	101,12532,1025,10778,5637,12131,1025,1045,2097,5788,1025,2760,102
Metal; GMDM; Bad Piggies (Metal Cover); 2022	101,3384,1025,13938,22117,1025,2919,10369,17252,1006,3384,3104,1007,1025,16798,2475,102
Alternative Rock; Gorillaz; Dirty Harry; 2005	101,4522,2600,1025,23526,2480,1025,6530,4302,1025,2384,102
Sound Effect; Unknown; JARVIS Alarm; 2013	101,2614,3466,1025,4242,1025,21072,8598,1025,2286,102
Synth-pop; Eurythmics; Sweet Dreams (Are Made of This); 1983	101,24203,1011,3769,1025,7327,2854,2705,22924,1025,4086,5544,1006,2024,2081,1997,2023,1007,1025,3172,102
Karaoke; Hit The Button Karaoke; Redbone (Originally Performed by Childish Gambino)	101,13173,11045,1025,2718,1996,6462,13173,11045,1025,2417,14417,1006,2761,2864,2011,24282,11721,14905,5740,1007,102
Russian Eurodance; DJ Smash; Volna (DJ Antoine vs. Yoko remix); 2009	101,2845,9944,25514,1025,6520,15132,1025,5285,2532,1006,6520,12445,5443,1012,28758,6136,1007,1025,2268,102
Hip-House; Время и Стекло; Кафель; 2014	101,5099,1011,2160,1025,1182,16856,15290,29745,17432,1188,1196,22919,15290,23925,29436,14150,1025,1189,10260,29749,15290,29436,23742,1025,2297,102
Phonk; Isolate.exe; Crystals (Slowed & Reverb); 2022	101,6887,2239,2243,1025,27152,1012,4654,2063,1025,14438,1006,9784,1004,7065,2121,2497,1007,1025,16798,2475,102
Game OST; Jeremy Soule; Dawn; 2011	101,2208,9808,2102,1025,7441,3969,2063,1025,6440,1025,2249,102
Russian Chanson; Михаил Круг; Кольщик; 1994	101,2845,9212,3385,1025,1191,10325,29750,10260,10325,29436,1189,16856,29748,29741,1025,1189,14150,29436,23742,29754,10325,23925,1025,2807,102
Film Score; Ramin Djawadi; Mark II; 2008	101,2143,3556,1025,8223,2378,6520,10830,4305,1025,2928,2462,1025,2263,102
Video Game Cover; Friedrich Habetler; Giorno's Theme; 2019	101,2678,2208,3104,1025,8896,5292,20915,3917,1025,21025,26295,1005,1055,4323,1025,10476,102
TV Score; Paul Leonard‐Morgan; Psyched; 2011	101,2694,3556,1025,2703,7723,1513,5253,1025,25774,2094,1025,2249,102
Anime OST; 菅野祐悟; 接近; 2014	101,8750,9808,2102,1025,100,1963,100,100,1025,100,100,1025,2297,102
Anime OST; 菅野祐悟; スターダストクルセイダース; 2014	101,8750,9808,2102,1025,100,1963,100,100,1025,1707,30235,30265,30235,30233,30240,30228,30259,30234,30221,30235,30265,30233,1025,2297,102
Pop Rock; Jay & the Americans; Come a Little Bit Closer; 1964	101,3769,2600,1025,6108,1004,1996,4841,1025,2272,1037,2210,2978,3553,1025,3546,102
Game OST; Jeremy Soule; Harvest Dawn; 2006	101,2208,9808,2102,1025,7441,3969,2063,1025,11203,6440,1025,2294,102
R&B; Kali Uchis; telepatía (slowed); 2020	101,1054,1004,1038,1025,19924,15384,24158,1025,10093,13699,10450,2050,1006,9784,1007,1025,12609,102
Hip-Hop; Macklemore & Ryan Lewis; Thrift Shop; 2018	101,5099,1011,6154,1025,11349,16930,5686,1004,4575,4572,1025,16215,16338,4497,1025,2760,102
Film Score; L’Orchestra Cinematique; Iron Man: Driving With the Top Down; 2012	101,2143,3556,1025,1048,1521,4032,5988,28437,1025,3707,2158,1024,4439,2007,1996,2327,2091,1025,2262,102
Hard Rock; KISS; I Was Made for Lovin' You; 1979	101,2524,2600,1025,3610,1025,1045,2001,2081,2005,8840,6371,1005,2017,1025,3245,102
Film Score; John Debney; Sledgehammer; 2010	101,2143,3556,1025,2198,2139,24700,3240,1025,22889,24225,19742,1025,2230,102
Anime OST; JO☆UNITED; Great Days Units Ver.; 2016	101,8750,9808,2102,1025,8183,30148,19496,3064,1025,2307,2420,3197,2310,2099,1012,1025,2355,102
Hip-Hop; Ludacris; Move B***H; 2002	101,5099,1011,6154,1025,11320,2850,26775,2483,1025,2693,1038,1008,1008,1008,1044,1025,2526,102
Nu Metal; The Peanuts; Take a Look Around (Limp Bizkit); 2002	101,16371,3384,1025,1996,27613,1025,2202,1037,2298,2105,1006,14401,12170,2480,23615,1007,1025,2526,102
Hip-Hop; Will Smith; Men in Black; 1999	101,5099,1011,6154,1025,2097,3044,1025,2273,1999,2304,1025,2639,102
Film Score; Mark Hinton Stewart; John & Sandy 1; 2009	101,2143,3556,1025,2928,9374,2239,5954,1025,2198,1004,7525,1015,1025,2268,102
Jazz; Louis Armstrong; What a Wonderful World; 1995	101,4166,1025,3434,9143,1025,2054,1037,6919,2088,1025,2786,102
Game OST; Toby Fox; Megalovania	101,2208,9808,2102,1025,11291,4419,1025,13164,24221,6200,102
Pop Rock; Maroon 5; This Love; 2002	101,3769,2600,1025,22222,1019,1025,2023,2293,1025,2526,102
Soft Rock; Looking Glass; Brandy (You’re a Fine Girl); 1972	101,3730,2600,1025,2559,3221,1025,17951,1006,2017,1521,2128,1037,2986,2611,1007,1025,3285,102
Hip-Hop; Dr. Dre; The Next Episode; 2004	101,5099,1011,6154,1025,2852,1012,2852,2063,1025,1996,2279,2792,1025,2432,102
Epic Orchestral; Samuel Kim; Pillar Men Theme (Awaken)	101,8680,13533,1025,5212,5035,1025,14809,2273,4323,1006,8300,2078,1007,102
Motown; Marvin Gaye; Ain’t No Mountain High Enough; 2014	101,22654,1025,13748,5637,2063,1025,7110,1521,1056,2053,3137,2152,2438,1025,2297,102
Russian Pop; Мурат Насыров; Мальчик хочет в Тамбов; 1997	101,2845,3769,1025,1191,29748,16856,10260,22919,1192,10260,29747,29113,16856,19259,1025,1191,10260,29436,23742,29752,10325,23925,1200,14150,29752,15290,22919,1182,1197,10260,29745,29740,19259,1025,2722,102
Eurodance; Eiffel 65; Blue (Da Ba Dee); 1999	101,9944,25514,1025,1041,13355,2884,3515,1025,2630,1006,4830,8670,9266,1007,1025,2639,102
Russian Pop; MONATIK; Кружит; 2016	101,2845,3769,1025,13813,3775,2243,1025,1189,16856,29748,29743,10325,22919,1025,2355,102
Hip-Hop; Xzibit; X; 2000	101,5099,1011,6154,1025,1060,5831,16313,1025,1060,1025,2456,102
Game OST; Casey Edwards; Bury the Light; 2020	101,2208,9808,2102,1025,9036,7380,1025,11010,1996,2422,1025,12609,102
Pop Rock; Freddie Mercury; Made In Heaven; 2019	101,3769,2600,1025,15528,8714,1025,2081,1999,6014,1025,10476,102
Glam Metal; Europe; The Final Countdown; 2020	101,1043,10278,3384,1025,2885,1025,1996,2345,18144,1025,12609,102
Trap; DJ Snake; Turn Down for What; 2013	101,8132,1025,6520,7488,1025,2735,2091,2005,2054,1025,2286,102
Disco; Donna Summer; Hot Stuff; 1998	101,12532,1025,10972,2621,1025,2980,4933,1025,2687,102
Dance-pop; Fly Project; Toca Toca (radio edit); 2013	101,3153,1011,3769,1025,4875,2622,1025,2000,3540,2000,3540,1006,2557,10086,1007,1025,2286,102
Folk Rock; George Harrison; My Sweet Lord; 2017	101,5154,2600,1025,2577,6676,1025,2026,4086,2935,1025,2418,102
Soviet Song; Иосиф Кобзон; И вновь продолжается бой; 2008	101,3354,2299,1025,1188,14150,29747,10325,29749,1189,14150,29740,29744,14150,18947,1025,1188,1182,18947,19259,23742,1194,16856,14150,29742,14150,29436,29743,10260,15290,22919,29747,17432,1181,14150,10325,1025,2263,102
Disco; George Benson; Give Me the Night; 1980	101,12532,1025,2577,11999,1025,2507,2033,1996,2305,1025,3150,102
Country; Glen Campbell; Southern Nights; 1977	101,2406,1025,8904,6063,1025,2670,6385,1025,3355,102
Internet Meme; Griffinilla; HARD DRIVE; 2016	101,4274,2033,4168,1025,9258,9386,1025,2524,3298,1025,2355,102
Soundtrack; Tyler Bates; Guardians of the Galaxy - Main Theme; 2014	101,6050,1025,7482,11205,1025,14240,1997,1996,9088,1011,2364,4323,1025,2297,102
K-pop; FIFTY FIFTY; Cupid (Twin version); 2023	101,1047,1011,3769,1025,5595,5595,1025,2452,3593,1006,5519,2544,1007,1025,16798,2509,102
Hip-Hop; Ice Cube; Until We Rich; 2000	101,5099,1011,6154,1025,3256,14291,1025,2127,2057,4138,1025,2456,102
Anime OST; タニウチヒデキ; Lの思想; 2007	101,8750,9808,2102,1025,1709,30242,30222,30236,30245,30239,30227,1025,1048,30197,100,100,1025,2289,102
Pop Punk; Green Day; Boulevard of Broken Dreams; 2012	101,3769,7196,1025,2665,2154,1025,8459,1997,3714,5544,1025,2262,102
Symphonic Metal; FalKKonE; Awaken (From "JoJo's Bizarre Adventure"); 2020	101,18957,3384,1025,6904,13687,19648,2063,1025,8300,2078,1006,2013,1000,8183,5558,1005,1055,13576,6172,1000,1007,1025,12609,102
Hip-Hop; Ice Cube; Gangsta Rap Made Me Do It; 2008	101,5099,1011,6154,1025,3256,14291,1025,18542,2696,9680,2081,2033,2079,2009,1025,2263,102
Ambient; Jake Chudnow; Moonwalker; 2009	101,17093,1025,5180,14684,2094,19779,1025,4231,26965,1025,2268,102
Film Score; Hans Zimmer; Alex on the Spot; 2008	101,2143,3556,1025,7003,1062,5714,5017,1025,4074,2006,1996,3962,1025,2263,102
Phonk; fueggg [edit of Playboi Carti]; Immortal (Slowed w/ Kira Laugh); 2024	101,6887,2239,2243,1025,11865,13910,13871,1031,10086,1997,2377,5092,2072,11122,2072,1033,1025,12147,1006,9784,1059,1013,15163,4756,1007,1025,16798,2549,102
Ambient; Jake Chudnow; Imaginary Sun	101,17093,1025,5180,14684,2094,19779,1025,15344,3103,102
Anime OST; JAM Project; THE HERO !! 〜怒れる拳に火をつけろ〜; 2015	101,8750,9808,2102,1025,9389,2622,1025,1996,5394,999,999,1645,100,1688,30213,100,1668,1906,1690,30190,30180,30215,1645,1025,2325,102
Game OST; Jeremy Soule; Before the Storm; 2011	101,2208,9808,2102,1025,7441,3969,2063,1025,2077,1996,4040,1025,2249,102
Hip-Hop; Ice Cube; Why We Thugs; 2006	101,5099,1011,6154,1025,3256,14291,1025,2339,2057,24106,1025,2294,102
Video Game Music; Jeremy Soule; Distant Horizons; 2011	101,2678,2208,2189,1025,7441,3969,2063,1025,6802,24484,1025,2249,102
Hip-Hop; Ice Cube; It Was a Good Day; 1992	101,5099,1011,6154,1025,3256,14291,1025,2009,2001,1037,2204,2154,1025,2826,102
Game OST; Jeremy Soule; Secunda; 2011	101,2208,9808,2102,1025,7441,3969,2063,1025,10819,18426,1025,2249,102
Ambient; Jake Chudnow; Turquoise; 2006	101,17093,1025,5180,14684,2094,19779,1025,28653,1025,2294,102
Folk Rock; Jim Croce; I Got a Name; 2007	101,5154,2600,1025,3958,13675,10085,2063,1025,1045,2288,1037,2171,1025,2289,102
Ambient; Jake Chudnow; Going Down; 2006	101,17093,1025,5180,14684,2094,19779,1025,2183,2091,1025,2294,102
Art Pop; Kate Bush; Babooshka; 1980	101,2396,3769,1025,5736,5747,1025,8670,5092,17369,2912,1025,3150,102
Holiday; Joe Williams; Jingle Bells (Bombay Dub Orchestra remix); 1962	101,6209,1025,3533,3766,1025,29262,10118,1006,11831,12931,4032,6136,1007,1025,3705,102
Anime OST; 菅野祐悟; 紫の茨; 2014	101,8750,9808,2102,1025,100,1963,100,100,1025,100,1671,100,1025,2297,102
Dance-pop; Lady Gaga; Poker Face; 2008	101,3153,1011,3769,1025,3203,23332,1025,11662,2227,1025,2263,102
Cover; Unknown; Kick Buttowski! (Theme Song) [Guitar Cover]	101,3104,1025,4242,1025,5926,10007,15249,999,1006,4323,2299,1007,1031,2858,3104,1033,102
Symphonic Metal; Jonathan Young; Skyrim Theme; 2019	101,18957,3384,1025,5655,2402,1025,3712,20026,4323,1025,10476,102
Cinematic; Jo Wandrini; Governor Of The North; 2018	101,21014,1025,8183,23967,22612,1025,3099,1997,1996,2167,1025,2760,102
Anime OST; 菅野祐悟; Killer; 2016	101,8750,9808,2102,1025,100,1963,100,100,1025,6359,1025,2355,102
Disco; KC and the Sunshine Band; That's the Way I Like It; 2008	101,12532,1025,21117,1998,1996,9609,2316,1025,2008,1005,1055,1996,2126,1045,2066,2009,1025,2263,102
Hip-Hop; MC Hammer; U Can’t Touch This; 2011	101,5099,1011,6154,1025,11338,8691,1025,1057,2064,1521,1056,3543,2023,1025,2249,102
TV Score; Paul Leonard‐Morgan; Happy Pills; 2011	101,2694,3556,1025,2703,7723,1513,5253,1025,3407,15345,1025,2249,102
Psychedelic Rock; Kula Shaker; Hush; 1997	101,18147,2600,1025,13970,2721,6073,2099,1025,20261,1025,2722,102
Production Music; Barrie Gledden; Broken Toys; 2012	101,2537,2189,1025,24953,1043,3709,4181,1025,3714,10899,1025,2262,102
Disco; Lipps, Inc.; Funkytown; 1980	101,12532,1025,5423,4523,1010,4297,1012,1025,24151,4665,1025,3150,102
Hip-Hop; Salt‐N‐Pepa; Shoop; 1993	101,5099,1011,6154,1025,5474,1513,1050,1513,27233,2050,1025,26822,7361,1025,2857,102
Russian Pop; SEREBRO; Мало тебя; 2013	101,2845,3769,1025,14262,15878,3217,1025,1191,10260,29436,14150,1197,15290,29740,17432,1025,2286,102
Brass Band; MarchFourth Marching Band; Gospel; 2009	101,8782,2316,1025,2233,14876,19585,2232,10998,2316,1025,8036,1025,2268,102
Phonk; Memphis Cult; 9mm; 2023	101,6887,2239,2243,1025,9774,8754,1025,1023,7382,1025,16798,2509,102
Hip-Hop; Teamheadkick; Deadpool Rap; 2016	101,5099,1011,6154,1025,2136,4974,29493,2243,1025,2757,16869,9680,1025,2355,102
Electro House; LMFAO; Party Rock Anthem; 2011	101,16175,2160,1025,1048,2213,7011,2080,1025,2283,2600,11971,1025,2249,102
Latin Pop; Madonna; La Isla Bonita; 1986	101,3763,3769,1025,11284,1025,2474,25340,14753,6590,1025,3069,102
Synth-pop; Nik Kershaw; The Riddle; 1984	101,24203,1011,3769,1025,23205,17710,2869,14238,1025,1996,21834,1025,3118,102
Polka; [unknown]; The Tip Top Polka / The Cliff Polka; 2010	101,29499,1025,1031,4242,1033,1025,1996,5955,2327,29499,1013,1996,7656,29499,1025,2230,102
Funk; Ohio Players; Love Rollercoaster; 2004	101,11962,1025,4058,2867,1025,2293,11220,3597,24268,1025,2432,102
Eurodance; Aqua; Barbie Girl; 1997	101,9944,25514,1025,28319,1025,22635,2611,1025,2722,102
TikTok Audio; h1muraakir0; Himura (TikTok Sound)	101,14841,25509,6559,5746,1025,1044,2487,16069,8978,2099,2692,1025,2032,4648,1006,14841,25509,6559,2614,1007,102
Anime OST; Makoto Miyazaki; Genos Fight Theme	101,8750,9808,2102,1025,5003,24886,2771,3148,18637,1025,8991,2891,2954,4323,102
Pop; Алёна Апина; American Boy; 1999	101,3769,1025,1180,29436,15290,19865,1180,29746,10325,19865,1025,2137,2879,1025,2639,102
Brazilian Phonk; Nakama, Mc Staff; SEM SAÍDA; 2025	101,6142,6887,2239,2243,1025,17823,8067,1010,11338,3095,1025,7367,2213,2056,2050,1025,16798,2629,102
Funk; Patrice Rushen; Forget Me Nots; 2001	101,11962,1025,29527,5481,2368,1025,5293,2033,2025,2015,1025,2541,102
Glam Metal; Bon Jovi; Livin’ on a Prayer; 1999	101,1043,10278,3384,1025,14753,8183,5737,1025,22135,2378,1521,2006,1037,7083,1025,2639,102
Indie Rock; OK Go; Here It Goes Again; 2008	101,10271,2600,1025,7929,2175,1025,2182,2009,3632,2153,1025,2263,102
Hard Rock; Ozzy Osbourne; I Just Want You; 1995	101,2524,2600,1025,11472,9096,9808,11634,1025,1045,2074,2215,2017,1025,2786,102
Dance-pop; Freddie Mercury; Living on My Own (1993 No More Brothers extended mix); 1993	101,3153,1011,3769,1025,15528,8714,1025,2542,2006,2026,2219,1006,2857,2053,2062,3428,3668,4666,1007,1025,2857,102
Pop Rock; Bonnie Tyler; Total Eclipse of the Heart; 1989	101,3769,2600,1025,12220,7482,1025,2561,13232,1997,1996,2540,1025,2960,102
Dance-pop; Carly Rae Jepsen; Call Me Maybe; 2011	101,3153,1011,3769,1025,18431,14786,15333,29251,2078,1025,2655,2033,2672,1025,2249,102
Disco; Chic; Everybody Dance; 1991	101,12532,1025,9610,2278,1025,7955,3153,1025,2889,102
Dance-pop; Britney Spears; …baby One More Time; 1998	101,3153,1011,3769,1025,29168,13957,1025,1529,3336,2028,2062,2051,1025,2687,102
Disco; Chic; Le Freak; 1978	101,12532,1025,9610,2278,1025,3393,11576,1025,3301,102
Eurodance; Haddaway; What Is Love?; 2016	101,9944,25514,1025,2018,2850,4576,1025,2054,2003,2293,1029,1025,2355,102
Hard Rock; Deep Purple; Highway Star; 1972	101,2524,2600,1025,2784,6379,1025,3307,2732,1025,3285,102
Metalcore; Bring Me the Horizon; Can You Feel My Heart?; 2013	101,3384,17345,1025,3288,2033,1996,9154,1025,2064,2017,2514,2026,2540,1029,1025,2286,102
Funk; Commodores; I’m Ready; 1975	101,11962,1025,12957,2015,1025,1045,1521,1049,3201,1025,3339,102
TV Score; Dave Porter; Breaking Bad Main Title Theme (extended); 2010	101,2694,3556,1025,4913,8716,1025,4911,2919,2364,2516,4323,1006,3668,1007,1025,2230,102
Dance-pop; David Guetta; Hey Mama; 2014	101,3153,1011,3769,1025,2585,19739,16549,1025,4931,9588,1025,2297,102
Eurodance; Gala; Freed From Desire; 1996	101,9944,25514,1025,16122,1025,10650,2013,4792,1025,2727,102
House; Peggy Gou; (It Goes Like) Nanana (edit); 2023	101,2160,1025,14911,2175,2226,1025,1006,2009,3632,2066,1007,17810,2532,1006,10086,1007,1025,16798,2509,102
Hi-NRG; Dead or Alive; You Spin Me Round (Like a Record); 2001	101,7632,1011,17212,2290,1025,2757,2030,4142,1025,2017,6714,2033,2461,1006,2066,1037,2501,1007,1025,2541,102
Electro House; Discobitch, Prophet d.C.; C'est Beau La Bourgeoisie (Ultimix)	101,16175,2160,1025,12532,16313,2818,1010,12168,1040,1012,1039,1012,1025,1039,1005,9765,17935,2474,22846,2666,1006,17359,3775,4328,2595,1007,102
Blues Rock; Derek and the Dominos; Layla; 1988	101,5132,2600,1025,7256,1998,1996,23968,2015,1025,19786,1025,2997,102
Funk; Earth, Wind & Fire; Let’s Groove; 1981	101,11962,1025,3011,1010,3612,1004,2543,1025,2292,1521,1055,14100,1025,3261,102
Disco; Diana Ross; Upside Down; 2006	101,12532,1025,8805,5811,1025,14961,2091,1025,2294,102
Film Score; Yann Tiersen; J’y suis jamais allé; 1996	101,2143,3556,1025,13619,2078,7563,5054,1025,1046,1521,1061,24086,2015,9389,15593,2035,2063,1025,2727,102
Hip-Hop; Eminem; Till I Collapse; 2002	101,5099,1011,6154,1025,12495,25832,1025,6229,1045,7859,1025,2526,102
Internet Meme; Don Omar; Bandoleros (Toretto Meme Clip)	101,4274,2033,4168,1025,2123,13192,1025,2316,9890,7352,1006,9538,9284,2033,4168,12528,1007,102
Hip-Hop; Eminem; Lose Yourself; 2002	101,5099,1011,6154,1025,12495,25832,1025,4558,4426,1025,2526,102
Hip-Hop; Eminem; Rap God; 2013	101,5099,1011,6154,1025,12495,25832,1025,9680,2643,1025,2286,102
